ID,name,url,latitude,longitude,cameraid,last_width,last_height,rating,inuse
240,I-75 N OF WADE GREEN RD,http://cdn.511ga.org/cameras/GDOT-CAM-442.jpg,34.0443,-84.581904,3223,720,480,0,0
241,I-75 S OF HICKORY GROVE RD,http://cdn.511ga.org/cameras/GDOT-CAM-443.jpg,34.060112,-84.60912,3224,720,480,0,0
242,I-75 SB N OF HICKORY GROVE RD,http://cdn.511ga.org/cameras/GDOT-CAM-445.jpg,34.069808,-84.614584,3225,720,480,0,0
243,I-75 NB S OF WOODSTOCK RD,http://cdn.511ga.org/cameras/GDOT-CAM-447.jpg,34.076708,-84.621376,3226,720,480,0,0
244,I-75 NB N OF WOODSTOCK RD,http://cdn.511ga.org/cameras/GDOT-CAM-448.jpg,34.081564,-84.628488,3227,720,480,0,0
245,I-75 SB N OF WOODSTOCK RD,http://cdn.511ga.org/cameras/GDOT-CAM-449.jpg,34.078516,-84.632384,3228,720,480,0,0
246,I-85 AT CHAMBLEE-TUCKER,http://cdn.511ga.org/cameras/GDOT-CAM-045.jpg,33.8795,-84.272904,3229,352,240,0,0
247,I-75 S OF PRIEST RD,http://cdn.511ga.org/cameras/GDOT-CAM-451.jpg,34.079936,-84.640008,3230,720,480,0,0
248,I-85 S OF I-285 (MORELAND INTRCHGE),http://cdn.511ga.org/cameras/GDOT-CAM-046.jpg,33.8874,-84.2666,3231,352,240,0,0
249,I-75 N OF CUMBERLAND BLVD,http://cdn.511ga.org/cameras/GDOT-CAM-047.jpg,33.882788,-84.455256,3232,352,240,0,0
250,SR166 AT I-285,http://cdn.511ga.org/cameras/GDOT-CAM-048.jpg,33.686472,-84.50112,3233,352,240,1,0
251,SR166 AT GREENBRIAR PKWY,http://cdn.511ga.org/cameras/GDOT-CAM-049.jpg,33.688188,-84.490176,3234,352,240,0,0
252,SR166 AT MAXELL DR,http://cdn.511ga.org/cameras/GDOT-CAM-050.jpg,33.694428,-84.480304,3235,352,240,0,0
253,SR166 AT DODSON DR,http://cdn.511ga.org/cameras/GDOT-CAM-051.jpg,33.694356,-84.469856,3236,352,240,1,0
254,SR166 E OF DODSON DR,http://cdn.511ga.org/cameras/GDOT-CAM-052.jpg,33.6975,-84.4648,3237,352,240,1,0
255,SR166 AT DELOWE DR,http://cdn.511ga.org/cameras/GDOT-CAM-053.jpg,33.695684,-84.4554,3238,352,240,0,0
256,I-75 AT FOREST PKWY RAMP METER,http://cdn.511ga.org/cameras/GDOT-CAM-062.jpg,33.61964,-84.399032,3239,720,480,0,0
257,I-75 N OF TARA BLVD,http://cdn.511ga.org/cameras/GDOT-CAM-063.jpg,33.58692,-84.382528,3240,352,240,0,0
258,I-75 N OF BOB WHITE TRAIL,http://cdn.511ga.org/cameras/GDOT-CAM-064.jpg,33.595132,-84.388048,3241,352,240,0,0
259,I-285 WEST OF RIVERDALE RD - LOOKS AT CMS 243,http://cdn.511ga.org/cameras/GDOT-CAM-650.jpg,33.61454,-84.447856,3242,352,240,0,0
260,I-285 EAST OF RIVERDALE RD - LOOKS AT CMS 244,http://cdn.511ga.org/cameras/GDOT-CAM-651.jpg,33.615312,-84.434016,3243,352,240,0,0
261,I-285 E AT 5TH RUNWAY TUNNEL - LOOKS AT EB LANE INDICATORS,http://cdn.511ga.org/cameras/GDOT-CAM-652.jpg,33.616264,-84.431576,3244,1920,1080,0,0
262,I-285 W (INNER LOOP) 7TH INSIDE 5TH RUNWAY TUNNEL,http://cdn.511ga.org/cameras/GDOT-CAM-653.jpg,33.623268,-84.435432,3245,352,240,0,0
263,I-285 W (INNER LOOP) 6TH INSIDE 5TH RUNWAY TUNNEL,http://cdn.511ga.org/cameras/GDOT-CAM-655.jpg,33.622736,-84.433104,3246,352,240,0,0
264,I-285 W (INNER LOOP) 5TH INSIDE 5TH RUNWAY TUNNEL,http://cdn.511ga.org/cameras/GDOT-CAM-656.jpg,33.624256,-84.433848,3247,352,240,0,0
265,I-285 W (INNER LOOP) 4TH INSIDE 5TH RUNWAY TUNNEL,http://cdn.511ga.org/cameras/GDOT-CAM-659.jpg,33.623544,-84.431392,3248,352,240,0,0
266,I-285 W (INNER LOOP) 3RD INSIDE 5TH RUNWAY TUNNEL,http://cdn.511ga.org/cameras/GDOT-CAM-661.jpg,33.625164,-84.432224,3249,352,240,0,0
267,I-285 W (INNER LOOP) 2ND INSIDE 5TH RUNWAY TUNNEL,http://cdn.511ga.org/cameras/GDOT-CAM-662.jpg,33.62594,-84.43036,3250,352,240,0,0
268,I-285 W (INNER LOOP) 1ST INSIDE 5TH RUNWAY TUNNEL,http://cdn.511ga.org/cameras/GDOT-CAM-664.jpg,33.624844,-84.42876,3251,352,240,1,0
269,I-285 E (OUTER LOOP) 7TH INSIDE 5TH RUNWAY TUNNEL,http://cdn.511ga.org/cameras/GDOT-CAM-666.jpg,33.620452,-84.42412,3252,352,240,0,0
270,I-285 W AT 5TH RUNWAY TUNNEL - FOR WB LANE INDICATORS,http://cdn.511ga.org/cameras/GDOT-CAM-667.jpg,33.6239852606875,-84.4238584338379,3253,1920,1080,0,0
271,I-285 W OF LOOP RD - LOOKS AT CMS 208,http://cdn.511ga.org/cameras/GDOT-CAM-668.jpg,33.627276,-84.424392,3254,800,450,0,0
272,I-285 LOOP RD - LOOKS AT CMS 207,http://cdn.511ga.org/cameras/GDOT-CAM-669.jpg,33.629544,-84.42024,3255,1920,1080,1,0
273,I-75 NEAR KENNEDY DR,http://cdn.511ga.org/cameras/GDOT-CAM-067.jpg,33.61282,-84.397304,3256,352,240,0,0
274,I-75 AT FOREST PKWY,http://cdn.511ga.org/cameras/GDOT-CAM-068.jpg,33.617388,-84.398088,3257,352,240,0,0
275,I-75 N OF FOREST PKWY,http://cdn.511ga.org/cameras/GDOT-CAM-069.jpg,33.6257,-84.399952,3258,352,240,0,0
276,I-75/85 AT FULTON ST,http://cdn.511ga.org/cameras/GDOT-CAM-007.jpg,33.7437,-84.3916,3259,352,240,0,0
277,I-75 S OF 285 (SOUTH SIDE),http://cdn.511ga.org/cameras/GDOT-CAM-070.jpg,33.62934,-84.400032,3260,352,240,0,0
278,I-85 AT SYLVAN RD,http://cdn.511ga.org/cameras/GDOT-CAM-073.jpg,33.665428,-84.418448,3261,352,240,0,0
279,I-85 N OF VIRGINIA AVE,http://cdn.511ga.org/cameras/GDOT-CAM-074.jpg,33.663992,-84.422056,3262,352,240,0,0
280,I-85 S OF VIRGINIA AVE,http://cdn.511ga.org/cameras/GDOT-CAM-075.jpg,33.66062,-84.42928,3263,352,240,0,0
281,I-85 AT AIRPORT EXIT,http://cdn.511ga.org/cameras/GDOT-CAM-076.jpg,33.6534,-84.438152,3264,352,240,0,0
282,I-85 AT LOOP RD,http://cdn.511ga.org/cameras/GDOT-CAM-077.jpg,33.64898,-84.445744,3265,352,240,0,0
283,US78 AT ORION DR,http://cdn.511ga.org/cameras/GDOT-CAM-775.jpg,33.803732,-84.27688,3266,720,480,0,0
284,US78 AT LAWRENCEVILLE HWY,http://cdn.511ga.org/cameras/GDOT-CAM-776.jpg,33.806808,-84.273856,3267,720,480,0,0
285,US78 AT N DRUID HILLS RD,http://cdn.511ga.org/cameras/GDOT-CAM-777.jpg,33.80976,-84.269664,3268,720,480,0,0
286,US78 AT RAMP TO I-285 N,http://cdn.511ga.org/cameras/GDOT-CAM-779.jpg,33.819564,-84.249168,3269,720,480,0,0
287,I-85 AT CAMP CREEK PKWY,http://cdn.511ga.org/cameras/GDOT-CAM-078.jpg,33.644792,-84.449952,3270,352,240,0,0
288,US78 E OF I-285,http://cdn.511ga.org/cameras/GDOT-CAM-780.jpg,33.817748,-84.24272,3271,720,480,0,0
289,US78 AT BROCKETT RD,http://cdn.511ga.org/cameras/GDOT-CAM-781.jpg,33.82554,-84.233208,3272,720,480,0,0
290,US78 E OF BROCKETT RD,http://cdn.511ga.org/cameras/GDOT-CAM-782.jpg,33.829552,-84.224392,3273,720,480,0,0
291,US78 AT MOUNTAIN INDUST BLVD,http://cdn.511ga.org/cameras/GDOT-CAM-784.jpg,33.83516,-84.20004,3274,720,480,0,0
292,US78 W OF JULIETTE RD,http://cdn.511ga.org/cameras/GDOT-CAM-786.jpg,33.825988,-84.1746,3275,720,480,0,0
293,US78 E OF JULIETTE RD,http://cdn.511ga.org/cameras/GDOT-CAM-787.jpg,33.82576,-84.174376,3276,720,480,0,0
294,US78 E OF STN MTN BYPASS,http://cdn.511ga.org/cameras/GDOT-CAM-789.jpg,33.818656,-84.169976,3277,720,480,0,0
295,US78 E OF HUGH HOWELL RD,http://cdn.511ga.org/cameras/GDOT-CAM-792.jpg,33.8237,-84.143856,3278,720,480,0,0
296,US78 W OF JEFFERSON DAVIS RD,http://cdn.511ga.org/cameras/GDOT-CAM-794.jpg,33.82234,-84.135432,3279,720,480,0,0
297,US78 AT JEFFERSON DAVIS RD,http://cdn.511ga.org/cameras/GDOT-CAM-795.jpg,33.826788,-84.133768,3280,720,480,0,0
298,US78 AT W PARK PL BLVD,http://cdn.511ga.org/cameras/GDOT-CAM-796.jpg,33.82232,-84.120976,3281,720,480,0,0
299,I-75/85 AT CAPITOL AVE,http://cdn.511ga.org/cameras/GDOT-CAM-008.jpg,33.74514,-84.384128,3282,352,240,0,0
300,I-75 N OF CENTRAL AVE,http://cdn.511ga.org/cameras/GDOT-CAM-080.jpg,33.670368,-84.39804,3283,352,240,0,0
301,I-75 AT HENRY FORD/CENTRAL,http://cdn.511ga.org/cameras/GDOT-CAM-081.jpg,33.653192,-84.396344,3284,352,240,0,0
302,I-75 AT CW GRANT PKWY,http://cdn.511ga.org/cameras/GDOT-CAM-082.jpg,33.640732,-84.400112,3285,352,240,0,0
303,I-75 AT I-285 (SOUTH SIDE),http://cdn.511ga.org/cameras/GDOT-CAM-083.jpg,33.632912,-84.401552,3286,352,240,0,0
304,GA400 S OF PITTS RD,http://cdn.511ga.org/cameras/GDOT-CAM-830.jpg,33.9653,-84.350304,3287,352,240,0,0
305,GA400 N OF PITTS RD,http://cdn.511ga.org/cameras/GDOT-CAM-831.jpg,33.9752,-84.345104,3288,352,240,0,0
306,GA400 AT ROBERTS DR,http://cdn.511ga.org/cameras/GDOT-CAM-833.jpg,33.9916,-84.338,3289,352,240,0,0
307,GA400 S OF HOLCOMB BR RD,http://cdn.511ga.org/cameras/GDOT-CAM-836.jpg,34.0183,-84.326496,3290,352,240,0,0
308,GA400 AT HOLCOMB BR RD,http://cdn.511ga.org/cameras/GDOT-CAM-837.jpg,34.0215,-84.324696,3291,352,240,0,0
309,GA400 1/2 MI N OF HOLCOMB,http://cdn.511ga.org/cameras/GDOT-CAM-838.jpg,34.0301,-84.318496,3292,352,240,0,0
310,GA400 AT MANSELL RD,http://cdn.511ga.org/cameras/GDOT-CAM-839.jpg,34.0389,-84.311896,3293,352,240,0,0
311,I-85 S OF PLEASANTDALE RD,http://cdn.511ga.org/cameras/GDOT-CAM-084.jpg,33.8989,-84.2484,3294,352,240,0,0
312,GA400 AT KIMBALL BR RD,http://cdn.511ga.org/cameras/GDOT-CAM-843.jpg,34.06,-84.276296,3295,352,240,0,0
313,GA400 AT OLD MILTON PKWY,http://cdn.511ga.org/cameras/GDOT-CAM-844.jpg,34.06,-84.276296,3296,352,240,0,0
314,I-85 N OF PLEASANTDALE RD,http://cdn.511ga.org/cameras/GDOT-CAM-085.jpg,33.904,-84.240096,3297,352,240,0,0
315,I-85 S OF JIMMY CARTER,http://cdn.511ga.org/cameras/GDOT-CAM-086.jpg,33.9089,-84.229496,3298,352,240,0,0
316,I-85 AT JIMMY CARTER BLVD,http://cdn.511ga.org/cameras/GDOT-CAM-087.jpg,33.9124,-84.208296,3299,352,240,0,0
317,I-75 AT WINDY HILL,http://cdn.511ga.org/cameras/GDOT-CAM-088.jpg,33.9005,-84.4732,3300,352,240,0,0
318,I-75/85 AT MLK JR DR,http://cdn.511ga.org/cameras/GDOT-CAM-009.jpg,33.7484,-84.3858,3301,352,240,0,0
319,I-75 S MOORES MILL ENT,http://cdn.511ga.org/cameras/GDOT-CAM-091.jpg,33.832208,-84.427088,3302,720,480,0,0
320,I-85 ON PEACHTREE ST OVERPASS,http://cdn.511ga.org/cameras/GDOT-CAM-092.jpg,33.8469,-84.431296,3303,720,480,0,0
321,I-85 AT SHALLOWFORD RD,http://cdn.511ga.org/cameras/GDOT-CAM-093.jpg,33.7913,-84.3924,3304,720,480,0,0
322,I-85 1 MI S OF SHALLOWFORD RD,http://cdn.511ga.org/cameras/GDOT-CAM-094.jpg,33.7915,-84.390704,3305,720,480,0,0
323,I-75 S W PACES FRY ENT,http://cdn.511ga.org/cameras/GDOT-CAM-095.jpg,33.846148,-84.434048,3306,720,480,0,0
324,I-75 AT MT PARAN RAMP METER,http://cdn.511ga.org/cameras/GDOT-CAM-096.jpg,33.858616,-84.438336,3307,720,480,0,0
325,I-75/85 AT WILLIAMS ST,http://cdn.511ga.org/cameras/GDOT-CAM-097.jpg,33.7672,-84.3892,3308,1920,1080,1,0
326,I-75/85 AT FAIR DR,http://cdn.511ga.org/cameras/GDOT-CAM-098.jpg,33.72,-84.4,3309,720,480,0,0
327,I-85 S OF LANGFORD PKWY,http://cdn.511ga.org/cameras/GDOT-CAM-001.jpg,33.687628,-84.40128,3310,352,240,0,0
328,I-75/85 S OF LANGFORD PKWY,http://cdn.511ga.org/cameras/GDOT-CAM-002.jpg,33.694068,-84.404632,3311,352,240,0,0
329,I-75/85 AT LANGFORD PKWY,http://cdn.511ga.org/cameras/GDOT-CAM-003.jpg,33.69886,-84.40492,3312,352,240,0,0
330,I-75/85 N OF LANGFORD PKWY,http://cdn.511ga.org/cameras/GDOT-CAM-004.jpg,33.70948,-84.402768,3313,352,240,0,0
331,I-75/85 AT UNIVERSITY AVE,http://cdn.511ga.org/cameras/GDOT-CAM-005.jpg,33.721844,-84.395296,3314,352,240,0,0
332,SR166 AT STANTON RD,http://cdn.511ga.org/cameras/GDOT-CAM-054.jpg,33.694724,-84.447672,3315,352,240,0,0
333,SR166 E OF STANTON RD,http://cdn.511ga.org/cameras/GDOT-CAM-055.jpg,33.696868,-84.441944,3316,352,240,0,0
334,SR166 W OF NEWNAN ST,http://cdn.511ga.org/cameras/GDOT-CAM-056.jpg,33.696948,-84.439664,3317,352,240,1,0
335,I-75/85 AT PRYOR ST,http://cdn.511ga.org/cameras/GDOT-CAM-006.jpg,33.73,-84.393,3318,352,240,0,0
336,SR166 AT US 19,http://cdn.511ga.org/cameras/GDOT-CAM-060.jpg,33.694084,-84.407872,3319,352,240,1,0
337,I-75 AT JC PENNEY,http://cdn.511ga.org/cameras/GDOT-CAM-066.jpg,33.605868,-84.39476,3320,352,240,0,0
338,I-85 AT CLEVELAND AVE,http://cdn.511ga.org/cameras/GDOT-CAM-071.jpg,33.68314,-84.41076,3321,352,240,0,0
339,I-85 N OF SYLVAN RD,http://cdn.511ga.org/cameras/GDOT-CAM-072.jpg,33.6688,-84.415768,3322,352,240,0,0
340,I-75 AT CLEVELAND AVE,http://cdn.511ga.org/cameras/GDOT-CAM-079.jpg,33.681068,-84.398528,3323,352,240,0,0
341,GA400 S OF MAXWELL RD,http://cdn.511ga.org/cameras/GDOT-CAM-840.jpg,34.0464,-84.3044,3324,352,240,0,0
342,GA400 S OF HAYNES BR RD,http://cdn.511ga.org/cameras/GDOT-CAM-841.jpg,34.0516,-84.296096,3325,352,240,0,0
343,I-475 TOBESOFKEE CRK,http://cdn.511ga.org/cameras/BIBB-CAM-010.jpg,32.76469,-83.710224,3326,352,240,1,0
344,I-475 MILE POST 1,http://cdn.511ga.org/cameras/BIBB-CAM-011.jpg,32.771984,-83.711128,3327,352,240,0,0
345,I-475 MILE POST 1.5,http://cdn.511ga.org/cameras/BIBB-CAM-013.jpg,32.779366,-83.714136,3328,352,240,0,0
346,I-475 US 80,http://cdn.511ga.org/cameras/BIBB-CAM-018.jpg,32.807144,-83.72384,3329,352,240,1,0
347,I-475 US 80 EXIT RAMP,http://cdn.511ga.org/cameras/BIBB-CAM-019.jpg,32.81279,-83.72752,3330,352,240,0,0
348,I-475 EISENHOWER PKWY,http://cdn.511ga.org/cameras/BIBB-CAM-020.jpg,32.809734,-83.726288,3331,352,240,0,0
349,I-475 COLUMBUS RD,http://cdn.511ga.org/cameras/BIBB-CAM-021.jpg,32.817932,-83.729488,3332,352,240,1,0
350,I-475 MILE POST 4.5,http://cdn.511ga.org/cameras/BIBB-CAM-022.jpg,32.825696,-83.73132,3333,352,240,0,0
351,I-475 MILE POST 5,http://cdn.511ga.org/cameras/BIBB-CAM-023.jpg,32.828774,-83.731368,3334,352,240,1,0
352,I-475 MILE POST 6,http://cdn.511ga.org/cameras/BIBB-CAM-025.jpg,32.845546,-83.73932,3335,352,240,0,0
353,I-475 MILE POST 7,http://cdn.511ga.org/cameras/BIBB-CAM-026.jpg,32.855332,-83.743168,3336,352,240,0,0
354,I-475 TUCKER RD,http://cdn.511ga.org/cameras/BIBB-CAM-027.jpg,32.859512,-83.746168,3337,352,240,0,0
355,I-475 REST AREA,http://cdn.511ga.org/cameras/BIBB-CAM-028.jpg,32.865142,-83.752416,3338,352,240,0,0
356,I-475 PEAKE RD,http://cdn.511ga.org/cameras/BIBB-CAM-030.jpg,32.870934,-83.75976,3339,352,240,0,0
357,I-475 ZEBULON RD,http://cdn.511ga.org/cameras/BIBB-CAM-031.jpg,32.879878,-83.769632,3340,352,240,0,0
358,I-475 EXT RAMP TO ZEBULON RD,http://cdn.511ga.org/cameras/BIBB-CAM-032.jpg,32.882142,-83.77164,3341,352,240,0,0
359,I-475 MILE POST 10,http://cdn.511ga.org/cameras/BIBB-CAM-033.jpg,32.888038,-83.776888,3342,352,240,1,0
360,I-475 MILE POST 11,http://cdn.511ga.org/cameras/BIBB-CAM-034.jpg,32.896366,-83.78372,3343,352,240,0,0
361,I-475 MILE POST 12,http://cdn.511ga.org/cameras/BIBB-CAM-035.jpg,32.902542,-83.788624,3344,352,240,0,0
362,I-475 MILE POST 12.5,http://cdn.511ga.org/cameras/BIBB-CAM-036.jpg,32.909778,-83.794336,3345,352,240,0,0
363,I-475 ESTES RD,http://cdn.511ga.org/cameras/BIBB-CAM-038.jpg,32.933414,-83.807432,3346,352,240,0,0
364,I-475 MILE POST 14.5,http://cdn.511ga.org/cameras/BIBB-CAM-039.jpg,32.943028,-83.811768,3347,352,240,1,0
365,I-475 US 41,http://cdn.511ga.org/cameras/BIBB-CAM-040.jpg,32.95351,-83.812696,3348,352,240,0,0
366,RIVERSIDE DR NORTHSIDE DR,http://cdn.511ga.org/cameras/BIBB-CAM-530.jpg,32.89077,-83.677336,3349,720,480,0,0
367,I-75 ARKWRIGHT/SABBATH CRK,http://cdn.511ga.org/cameras/BIBB-CAM-531.jpg,32.900364,-83.684688,3350,352,240,0,0
368,RIVERSIDE DR S OF SUE DR,http://cdn.511ga.org/cameras/BIBB-CAM-534.jpg,32.906724,-83.69324,3351,720,480,0,0
369,RIVERSIDE DR HALL RD,http://cdn.511ga.org/cameras/BIBB-CAM-535.jpg,32.915192,-83.705312,3352,720,480,0,0
370,I-75 RIVERSIDE DR,http://cdn.511ga.org/cameras/BIBB-CAM-536.jpg,32.918788,-83.709096,3353,720,480,1,0
371,I-675 SR 138,http://cdn.511ga.org/cameras/GDOT-CAM-602.jpg,33.55371,-84.26872,3354,720,480,0,0
372,I-675 S OF SR 42,http://cdn.511ga.org/cameras/GDOT-CAM-604.jpg,33.573252,-84.275688,3355,720,480,0,0
373,I-675 SR 42,http://cdn.511ga.org/cameras/GDOT-CAM-605.jpg,33.577648,-84.277768,3356,720,480,0,0
374,I-675 N OF EVANS DR,http://cdn.511ga.org/cameras/GDOT-CAM-606.jpg,33.583156,-84.279848,3357,720,480,0,0
375,I-675 N OF REX RD,http://cdn.511ga.org/cameras/GDOT-CAM-607.jpg,33.592064,-84.282848,3358,720,480,0,0
376,I-675 DOUBLE BRDG RD,http://cdn.511ga.org/cameras/GDOT-CAM-608.jpg,33.599316,-84.290848,3359,720,480,0,0
377,I-675 ELLENWOOD RD,http://cdn.511ga.org/cameras/GDOT-CAM-610.jpg,33.611896,-84.296192,3360,720,480,0,0
378,I-675 NORF STHRN RAILROAD,http://cdn.511ga.org/cameras/GDOT-CAM-611.jpg,33.622796,-84.29784,3361,720,480,0,0
379,I-675 S OF GRANT RD,http://cdn.511ga.org/cameras/GDOT-CAM-613.jpg,33.639108,-84.309552,3362,720,480,0,0
380,I-675 GRANT RD,http://cdn.511ga.org/cameras/GDOT-CAM-614.jpg,33.643544,-84.314264,3363,720,480,0,0
381,I-675 N OF GRANT RD,http://cdn.511ga.org/cameras/GDOT-CAM-615.jpg,33.6467,-84.31748,3364,720,480,0,0
382,I-675 CEDAR GROVE RD,http://cdn.511ga.org/cameras/GDOT-CAM-616.jpg,33.656932,-84.325088,3365,720,480,0,0
383,I-675 HENRICO RD,http://cdn.511ga.org/cameras/GDOT-CAM-617.jpg,33.666216,-84.325032,3366,720,480,0,0
384,I-675 S OF I-285,http://cdn.511ga.org/cameras/GDOT-CAM-618.jpg,33.671388,-84.326096,3367,720,480,1,0
385,I-85 OLD NORCROSS RD,http://cdn.511ga.org/cameras/GDOT-CAM-122.jpg,33.959692,-84.114808,3368,720,480,0,0
386,I-85 SR 316,http://cdn.511ga.org/cameras/GDOT-CAM-124.jpg,33.964128,-84.102832,3369,720,480,0,0
387,I-85 BOGGS RD,http://cdn.511ga.org/cameras/GDOT-CAM-126.jpg,33.967436,-84.095632,3370,720,480,0,0
388,I-85 SR120,http://cdn.511ga.org/cameras/GDOT-CAM-129.jpg,33.976984,-84.089672,3371,720,480,0,0
389,I-85 SUGARLOAF PKWY,http://cdn.511ga.org/cameras/GDOT-CAM-131.jpg,33.987392,-84.083224,3372,720,480,0,0
390,I-85 N OF SUGARLOAF PKWY,http://cdn.511ga.org/cameras/GDOT-CAM-132.jpg,33.995272,-84.07796,3373,720,480,0,0
391,SR316 BOGGS RD,http://cdn.511ga.org/cameras/GDOT-CAM-127.jpg,33.964332,-84.094592,3374,720,480,0,0
392,SR316 HERRINGTON RD,http://cdn.511ga.org/cameras/GDOT-CAM-128.jpg,33.962636,-84.078992,3375,720,480,0,0
393,1000 S @ 800 E - Orem,http://www.commuterlink.utah.gov/1_devices/aux14738.jpeg,40.278194,-111.676073,3376,320,240,0,0
394,12300 S @ 265 W - Draper,http://www.commuterlink.utah.gov/1_devices/aux15384.jpeg,40.52656,-111.898946,3377,320,240,0,0
395,1300 E @ 400 S,http://www.commuterlink.utah.gov/1_devices/aux15523.jpeg,40.760701,-111.853905,3378,320,240,0,0
396,1300 S @ 300 W,http://www.commuterlink.utah.gov/1_devices/aux15524.jpeg,40.741639,-111.899659,3379,320,240,0,0
397,1600 N @ Geneva Rd - Orem,http://www.commuterlink.utah.gov/1_devices/aux15369.jpeg,40.32624,-111.737295,3380,320,240,0,0
398,200 N @ 1225 W - Cedar City (Local),http://www.commuterlink.utah.gov/1_devices/aux15011.jpeg,37.679966,-113.077998,3381,320,240,0,0
399,200 N @ 1400 W - Cedar City (Local),http://www.commuterlink.utah.gov/1_devices/aux15012.jpeg,37.680003,-113.080979,3382,320,240,0,0
400,200 N Main St - Cedar City (Local),http://www.commuterlink.utah.gov/1_devices/aux15013.jpeg,37.679929,-113.061119,3383,320,240,0,0
401,200 S @ Main St.,http://www.commuterlink.utah.gov/1_devices/aux15525.jpeg,40.765009,-111.891099,3384,320,240,0,0
402,200 S @ West Temple St.,http://www.commuterlink.utah.gov/1_devices/aux341.jpeg,40.764966,-111.893989,3385,320,240,0,0
403,200 S Main St - Cedar City (Local),http://www.commuterlink.utah.gov/1_devices/aux15096.jpeg,37.672903,-113.061171,3386,320,240,0,0
404,2100 N / Mountain View Corridor @ 2300 W,http://www.commuterlink.utah.gov/1_devices/aux15530.jpeg,40.413287,-111.886962,3387,320,240,0,0
405,2100 S / SR-201 @ 400 W / I-15 NB / MP 17.4,http://www.commuterlink.utah.gov/1_devices/aux80.jpeg,40.72536,-111.901307,3388,320,240,0,0
406,2100 S / SR-201 @ 700 W / MP 17.1,http://www.commuterlink.utah.gov/1_devices/aux78.jpeg,40.729069,-111.912686,3389,320,240,0,0
407,300 W / John Stockton Dr. / US-89 @ South Temple St.,http://www.commuterlink.utah.gov/1_devices/aux137.jpeg,40.769405,-111.899464,3390,320,240,0,0
408,3500 S / SR-171 @ 2700 W / Constitution Blvd.,http://www.commuterlink.utah.gov/1_devices/aux14907.jpeg,40.696669,-111.958564,3391,320,240,0,0
409,3500 S / SR-171 @ 3200 W,http://www.commuterlink.utah.gov/1_devices/aux14906.jpeg,40.696638,-111.967527,3392,320,240,0,0
410,400 S @ 1200 W - Orem,http://www.commuterlink.utah.gov/1_devices/aux14736.jpeg,40.289727,-111.721626,3393,320,240,0,0
411,4100 S @ 4800 W - WVC (Local),http://www.commuterlink.utah.gov/1_devices/aux349.jpeg,40.682049,-112.005685,3394,320,240,0,0
412,500 S / Cesar E. Chavez Blvd. / SR-269 @ Main St.,http://www.commuterlink.utah.gov/1_devices/aux138.jpeg,40.758505,-111.890924,3395,320,240,0,0
413,500 W @ 500 N - Provo,http://www.commuterlink.utah.gov/1_devices/aux14287.jpeg,40.240411,-111.667433,3396,320,240,0,0
414,500 W @ 800 N - Provo,http://www.commuterlink.utah.gov/1_devices/aux14292.jpeg,40.244309,-111.667467,3397,320,240,0,0
415,500 W Bulldog Blvd - Provo,http://www.commuterlink.utah.gov/1_devices/aux14293.jpeg,40.251031,-111.667635,3398,320,240,0,0
416,5600 W / SR-172 @ 2700 S / Lake Park Blvd.,http://www.commuterlink.utah.gov/1_devices/aux15421.jpeg,40.711089,-112.024928,3399,320,240,0,0
417,700 S @ 400 E - St George (Local),http://www.commuterlink.utah.gov/1_devices/aux14927.jpeg,37.096219,-113.574839,3400,320,240,0,0
418,700 S River Rd - St George,http://www.commuterlink.utah.gov/1_devices/aux14925.jpeg,37.096164,-113.557262,3401,320,240,0,0
419,800 N @ 400 E - Orem,http://commuterlink.utah.gov/1_devices/aux14735.jpeg,40.311893,-111.686238,3402,320,240,0,0
420,800 S @ 400 W - Orem,http://www.commuterlink.utah.gov/1_devices/aux14737.jpeg,40.282375,-111.705337,3403,320,240,0,0
421,9400 S @ 2000 E - Sandy,http://commuterlink.utah.gov/1_devices/aux14613.jpeg,40.580411,-111.833993,3404,320,240,0,0
422,Bangerter Hwy. / SR-154 @ 13400 S,http://www.commuterlink.utah.gov/1_devices/aux14478.jpeg,40.507724,-111.982592,3405,320,240,0,0
423,Bangerter Hwy. / SR-154 @ California Ave.,http://www.commuterlink.utah.gov/1_devices/aux15528.jpeg,40.743196,-111.989689,3406,320,240,0,0
424,Bangerter Hwy. / SR-154 @ Redwood Rd. / SR-68,http://www.commuterlink.utah.gov/1_devices/aux14476.jpeg,40.500803,-111.93871,3407,320,240,0,0
425,Bluff St @ 500 N - St George,http://www.commuterlink.utah.gov/1_devices/aux14919.jpeg,37.116698,-113.596788,3408,320,240,0,0
